tweet_no,count,hate_speech,offensive_language,neither,class,tweet
4569,3,2,1,0,0,mention fucking coon
4570,3,0,3,0,1,mention im talkin bout slut and hoe in general
4571,3,0,1,2,2,mention mention mention would not spend my money on trash like that
4572,3,3,0,0,0,mention fuck your mother faggot
4573,3,3,0,0,0,mention i dont hate that he blew up from  like a hipster but i hate the faggot who say they love his music based off his worst
4574,3,1,2,0,1,mention i honesty think the internet is just full of retard
4575,3,0,3,0,1,mention before i went off to college i wanted to get a ukulele but quickly realised id be a bigger fag than the guitar kid in the quad
4576,3,0,0,3,2,mention ho no without ur vote we lost the election ak is taking oath a pm today
4577,3,0,2,1,1,mention i know right but here i am wasting time thinking more hr till i start the day im retarded hashtag
4578,3,0,0,3,2,mention yeahi dont think it about hashtag i think hashtag is about hashtag and hashtag in hashtag
4579,3,0,0,3,2,mention my current favorite line is shea moisture it at target and cv great for dry curly andor colored hair
4580,3,0,3,0,1,mention whatever hoe
4581,4,0,4,0,1,mention this guy would so get a show on spike if they could somehow revive the son of a bitch id watch
4582,3,2,1,0,0,mention you retarded bruh lol
4583,3,0,0,3,2,mention strawberry shortcake stacked with whipped cream yellow spungecake sliced hashtag freshly picked from the farm w my kid
4584,3,0,3,0,1,mention just played against a heimer support biggest faggot ever stupid cheese champion
4586,3,0,3,0,1,mention mention mention if i get blocked ill be on that bitch porch drunk and yelling holy shitshe wa righti am kanye
4587,6,0,6,0,1,mention my bitch got the dope in her panty sssshhhhh you to dramatic
4588,3,1,2,0,1,mention u know how hispanic be takin all the job these nigger wont yeah somethin like a hispanic
4589,3,0,3,0,1,mention lmfao i wasnt scanning anythingthe fat hoe wa hittin me up
4590,6,0,6,0,1,mention mention how you gonna compare sushi to pussy tho there aint no dick going in your sushi hashtag
4591,3,0,0,3,2,mention naw i juss like making you a lil mad hashtag i have been gone for too long tho i hate the boonieshashtag
4592,3,0,3,0,1,mention laughin at my screenshots no bitch this might be a code red
4593,3,1,2,0,1,mention how about i just fuck you right in the pussy
4594,3,3,0,0,0,mention mention mention he a lying faggot he used inspect element to change the number of dollar in his account
4595,3,1,2,0,1,mention mention yes i like dick and i hate bitch who am i now
4596,6,2,3,1,1,mention mention aye sae en feeld kawkin dyke
4597,6,0,6,0,1,mention apparently not many bitch have seen that
4598,3,1,2,0,1,mention cant even fool a colored man wit dis bullshit httplink
4599,6,0,6,0,1,mention that bitch wa going or nawl
4600,3,0,3,0,1,mention mention mention bitch as voice in his head haha
4601,3,1,2,0,1,mention mention bitch as jorge haha aint you at work nigga
4602,3,0,3,0,1,mention im drunk that hoe by myself bro solo dolo
4603,3,1,2,0,1,mention biiiiiiiitch dont start with this again haha my niggggg grandma come over hoe if ya want ill try to scoop ya up today if ya
4604,3,1,2,0,1,mention shut up faggot
4605,3,1,2,0,1,mention fuck you bitch hashtag hashtag hashtag hashtag hashtag hashtag
4606,6,1,5,0,1,mention mention mention pussy x
4607,3,0,3,0,1,mention get some sleep pussy
4608,3,0,3,0,1,mention you heard mehashtag letting people know you having relationship problem arguing on here thats what them hoe like so stop
4609,3,0,0,3,2,mention mention yeah he definitely wasnt the same guy who fought lara but he cut the ring off well which should be a huge boon to canelo
4610,3,3,0,0,0,mention dumb haitian fake black faggot go to haiti and neck yourself
4611,3,2,1,0,0,mention lmaoo what a fag
4612,3,0,3,0,1,mention i popped a molly every day last year hashtag
4613,3,0,3,0,1,mention mention fuck you punk as racist lil dick bitch ive reported you fool
4614,3,0,0,3,2,mention word do any of ur decision include anchor feather infinity sign bird
4615,3,0,0,3,2,mention in that picture yes i havent had an updated pic added the angel wing is colored now too and thanks represents what i am
4616,3,0,3,0,1,mention intimidated what pussy all i see is a sweet honest woman but seriously you could make this stalking thing so much easier
4617,3,0,3,0,1,mention happy birthday bitch
4618,3,0,3,0,1,mention i cant why you up hoe hashtag
4619,3,1,2,0,1,mention everything but im outside come get this bitch
4620,9,0,9,0,1,mention man damn dude come get this bitch lml
4621,3,0,0,3,2,mention the only thing better than a bargain is a yankee bargain
4622,3,0,3,0,1,mention mention lmao that nigga wa about to go beethoven on that bitch hashtag
4623,3,0,3,0,1,mention mention mention still a bitch though
4624,3,0,3,0,1,mention these hoe aint loyal
4625,3,0,0,3,2,mention mention mention get some money and stop playing that old trash
4626,3,1,2,0,1,mention hashtag fuckin pirelli tire black as nigga whit a white boy shirt on but my nigga did loosen up a lil bithashtag
4627,3,0,3,0,1,mention haha yeah they do say im a little bitch
4628,3,0,3,0,1,mention with pick up line like you havei bet you get so much pussy the number are in the negative
4629,3,0,0,3,2,mention the hunter anthem go al goreing we will go hi ho the dairy o al goreing we will go
4630,6,0,6,0,1,mention bitch
4631,6,0,5,1,1,mention wen he ho dwn da road
4632,3,0,2,1,1,mention no wonder your career is in the dump thats where trash like you belongs thanks to mention for pointing out your true color
4633,3,0,3,0,1,mention pimpinkendotnet sell a bitch pussy til it drip drop wet the vet not the pet hey bitch
4634,3,0,3,0,1,mention mention is a little bitch thats why
4635,3,0,2,1,1,mention haha how much are you payed to constantly not know what youre talking about dumb as hashtag wade is trash
4636,3,0,1,2,2,mention man what about wilson being the nd black qb to win a chip talkn about trash talk no shine for russell
4637,3,1,2,0,1,mention of course u would you pc lemmingone just say the word niggerthe other ha all the potential to reek havoc on society
4638,3,0,3,0,1,mention m martinez fuckin with the cripple kid
4639,3,0,2,1,1,mention sheet i cant do that too a cripple
4640,3,0,3,0,1,mention we in dat bitch my dude
4641,6,0,5,1,1,mention be a pussy a in cat
4642,6,0,6,0,1,mention be a pussy httplink
4643,3,0,0,3,2,mention hat on u not trash tho lol
4644,3,2,1,0,0,mention fuck those faggot
4645,3,1,2,0,1,mention my nigga know he a bitch
4646,3,2,1,0,0,mention i agree my fellow cracker
4647,3,0,3,0,1,mention george didnt have a twitter called no limit nigga where he talked about fighting drug gun and bitch and hoe
4648,3,0,3,0,1,mention of course i wa being bitch learned from my mom how to make a guy feel like he  foot tall
4649,3,0,3,0,1,mention one time at band camp i stuck a flute in my pussy spanish spring
4650,3,2,0,1,0,mention you are full of it these so called child are not child they are illegal border jumper m gang member
4651,3,2,1,0,0,mention and the only band that sucked worse live is those fag gun pose
4652,3,0,3,0,1,mention bitch crib while she cook me cheesed egg
4653,3,0,3,0,1,mention if we finna hoop inside or out fucking retard thats what im saying let me know allergic reaction lip as nigga
4654,3,0,2,1,1,mention we some hoe bruhhh lol
4655,3,0,3,0,1,mention ya bitch crib
4656,3,0,2,1,1,mention mention mention he texas trash bro
4657,3,0,0,3,2,mention i think most rpgs are for the bird i aint no bird brain yo
4658,3,0,3,0,1,mention retarded pussy game hashtag
4659,3,2,1,0,0,mention mention i like dat name dem sand nigger need to know dare place in da pecker order
4660,3,2,1,0,0,mention jesus i would love to do that and more to those muzzie torturer fucking animal savage
4661,3,0,3,0,1,mention shoulda came to bird man that shit wa so lit
4662,3,1,2,0,1,mention mention she can stay a close a she plea nigguh
4663,4,0,4,0,1,mention say how you do that i got this lil bitch who aint getting the memo
4664,3,0,3,0,1,mention tryanna explain sumn to de young boy out here now daysthey dont know wat a true pimp is i be pimpin de hoe moma lmfaoo
4665,3,0,0,3,2,mention ughand lemme guess they have yellow cake too heard this story before
4666,3,2,1,0,0,mention im not a fag gtfo
4667,3,0,3,0,1,mention not hard tosh kind of a hoe hashtag
4668,3,1,2,0,1,mention bitch watch ya tone before i drag you to the recycling bin you bitch as nigga you gon end up like limewire ol exe as nigga
4669,3,1,2,0,1,mention shut the fuck up you guy a mediocre washed basura juice sit down and win close game against raider and jet faggot
4670,3,0,3,0,1,mention target got them high class hoe
4672,3,1,2,0,1,mention you bitch
4673,3,0,3,0,1,mention oh you cute you fancy bitch
4674,3,0,3,0,1,mention getting into people face lol yet u r the teabagger all over my twitter dash shut the fuck up already
4675,6,0,6,0,1,mention mention i could have that chick there boob in my face and score the fight better than the bitch that made it 
4676,6,0,6,0,1,mention mention that bitch should be in jail for that 
4677,6,2,4,0,1,mention lmfao i remember all the redneck in my school with that shit lol
4678,3,0,3,0,1,mention i had free ticket and couldnt go because i had chemistry aint that a bitch
4679,3,1,2,0,1,mention i knew farquaad a faggot
4680,3,0,3,0,1,mention pusha t and ye gonna have to write the whole bitch
4681,3,3,0,0,0,mention so your a nigger fighter huh
4683,3,0,3,0,1,mention byee iverrishaa hashtag ghetto as name
4684,6,1,3,2,1,mention mention jim hogg county a dirt poor democrat leaning county hebronville is it seat been there it a near ghetto
4685,3,0,3,0,1,mention knocked that bitch soul out her body lol
4686,3,2,1,0,0,mention mention no ur wrong stupid nigger
4687,3,0,3,0,1,mention mention on god my bitch bad
4688,3,0,0,3,2,mention thanks now go clean that trash can ya lil nasty lol
4689,3,0,2,1,1,mention mention mention dead baby piled up like trash at a dump something to be proud of
4690,3,0,3,0,1,mention ha lol like at selenas horny bitch lol
4691,3,0,0,3,2,mention do you know how good hohos are at am mention answer you havent given up all your hohos whoa mention
4692,3,0,3,0,1,mention those god damn bitch smh run away
4693,3,0,3,0,1,mention drake is bitch made for that like phonte so much and wont do a track over that
4694,3,0,3,0,1,mention mention nah son we ca go half if it wa my girl bitch be wanting to spend  and up on some fake hair
4695,3,0,3,0,1,mention like who let em bring da heat in dis bitch hashtag hashtag bro
4696,3,0,3,0,1,mention is one of the rawest niccas doin dis shit
4697,3,0,3,0,1,mention fr  wa finna bam a nicca he said yu lucky i jus got a robbery call
4700,3,0,3,0,1,mention bro do you fist bitch with that shit
4701,3,1,2,0,1,mention it a song hoe
4702,6,1,1,4,2,mention yeah we know about angloamerican principleshashtag hashtag hashtag
4703,3,0,0,3,2,mention not just mention gave k a trash nonbasketball soundtrack yall still have problem with server hashtag
4704,3,0,0,3,2,mention dawg you so trash your momma got charged with littering when she dropped you off for school
4705,3,1,2,0,1,mention aye bitch
4706,3,0,2,1,1,mention but not disaster pussy that thing is a wreck
4707,3,1,2,0,1,mention mention faggot but you sent me hella nude hmmmm
4708,3,2,1,0,0,mention lmao soft as nigga trying to act all tough you a little bitch sit down and watch from the sideline pussy
4709,3,1,2,0,1,mention shut the fuck up your wack a fuck garbage mohawk having faggot stop making music and shovel my snow scrub
4710,3,0,3,0,1,mention duhlol me tweeting about eating pussy from the back with my tongue in that made that obviouslol
4711,3,1,2,0,1,mention mention only   yr till next pres bitch bout what odumba left herhim
4712,3,0,0,3,2,mention dat wa charlie
4713,3,0,2,1,1,mention tank a lot dare mr pubes i love my uncle tom
4714,3,1,2,0,1,mention mention you boy sure come up wit some crazy name in my day we never talked about no faggot
4715,3,0,3,0,1,mention so say the one who fill an empty hole inside herself by worshiping a royal who  all u kno may be a raging snotty bitch
4716,3,0,0,3,2,mention green banana are better then yellow one too
4717,3,0,0,3,2,mention mention mention let not forget the fact that everyone and their mother ha yellow fever
4718,3,0,1,2,2,mention asains had to take the wu tang clan the draft wa suppose to be for half breed like me and mention hashtag
4719,3,0,3,0,1,mention ima make you a sick entrance song my nig
4720,3,1,2,0,1,mention you let me know then lol ill go over and kill all them hoe
4721,3,2,1,0,0,mention faggot sack
4722,3,1,2,0,1,mention mention i am just saying i would beat you down like the bitch that you are then put my foot on your neck and shoot you
4723,3,0,3,0,1,mention lol dude i wish they hadnt i got a dd that would make a pussy like you cry for the enemy
4724,3,1,2,0,1,mention bitch boy
4725,3,0,3,0,1,mention bitch
4726,3,0,3,0,1,mention no reason to hit with you when i know you pussy i wont get no cool point
4727,3,0,3,0,1,mention i lied it hurt like a bitch and it bruise your arm i would suggest you dont do it lol
4728,3,1,2,0,1,mention because them nigga that told you bitch made they not real nigga or any kind of real
4729,3,0,0,3,2,mention ok chill love bird lol
4730,3,2,1,0,0,mention whooooo chelsey fuck her lol she juss a bitch
4731,3,2,1,0,0,mention bruh we can finally roll like redneck drug dealer
4732,3,0,3,0,1,mention idk let do some redneck shit ask samuela
4733,3,0,3,0,1,mention if we dont hang out until the concert smh ima kill a bitch
4734,3,2,1,0,0,mention well he a cunt and he can suck my as
4735,3,1,2,0,1,mention you fucking twat just start talking
4736,3,0,3,0,1,mention pussy boi
4737,3,0,3,0,1,mention you aint shit pussy lol go get hit you aint been touched in  yr lmfao
4738,3,0,0,3,2,mention mention fuzzy dice might be the nicest thing you could put in your car lol hashtag
4739,3,0,0,3,2,mention trash smh game rigged bumgarner took roids
4740,3,0,2,1,1,mention and i replied hoe httplink
4741,3,0,3,0,1,mention gotta love tanner country hoe allhaha
4742,3,0,3,0,1,mention thanks the bitch that proofread my tweet on vacation this week
4743,3,3,0,0,0,mention youre such a faggot
4744,3,0,0,3,2,mention cracker jack work cdc did ya think of checking the plane full of people
4745,3,2,0,1,0,mention mention mention mention mention why ur profile a one armed nigger
4746,3,0,2,1,1,mention mention mention mention poor sos ha annoying as cunt a fan they dont care about you at all you know
4747,3,0,3,0,1,mention i gotta start treatin these ugly hoe like dime before they get fine on my as
4748,3,0,3,0,1,mention you see the bitch with the fake leg thats bout to come on lmao she kinda bad doe in the pole
4749,3,0,3,0,1,mention her pussy smell like boiled hot dog water and lizard dick
4750,3,0,0,3,2,mention lester tried to eat your bird
4751,3,2,1,0,0,mention you tell me coon
4752,3,0,0,3,2,mention but mention is not even a blogger he doesnt have the moxy or credential to do anything by himself and create a brand
4753,3,0,3,0,1,mention nonexistent hoe
4754,3,2,1,0,0,mention happy birthday nicca do coon shit in a responsible way
4756,3,0,3,0,1,mention lol just like rgiii and go out like a weak bitch and return the next year and win  game
4757,3,1,0,2,2,mention mention mention mention i just noticed you guy called me a jiggaboo
4758,3,1,2,0,1,mention mention mention mention nigga i will get dick cheese and force you to eat it bitch
4759,4,0,4,0,1,mention mention who know man that uncle tom mentality will never die ol martin baker headass
4760,3,0,2,1,1,mention i am always amazed at your resilience to keep on going into the night shift is it really better than the to ghetto
4761,3,0,3,0,1,mention tony drinking sloppily and saying what i cunt hear you bare as me again
4762,3,0,1,2,2,mention hopefully not back in da ghetto
4763,3,0,1,2,2,mention lol find a redneck from oakleaf to take you
4764,3,0,2,1,1,mention mention i can tell from this tweet that youre a twat
4765,3,0,0,3,2,mention maam did you clear that tweet with the mention careful they may brand you race traitor for the nerve of thinkinghashtag
4766,3,0,1,2,2,mention mention your opinion plz when election over will there be any improvement or will bo still be allowed to trash america
4767,4,1,3,0,1,mention mention timber nigger
4768,3,0,0,3,2,mention in this world we dont spank the monkey the monkey spank u
4769,3,0,3,0,1,mention i got hoe in different area code
4770,3,0,3,0,1,mention i roll up to a bitch an dey like httplink
4771,3,0,3,0,1,mention tims a pussy
4772,3,0,3,0,1,mention hey nig
4773,3,0,0,3,2,mention get me a bag of those pink n white coloured van sweet please thanks dude
4774,3,0,3,0,1,mention thats what i thought pussy
4775,3,3,0,0,0,mention whats your youtube channel then faggot
4776,3,0,3,0,1,mention youre not fucking relevant you get follower from follow train and then unfollow people because youre a faggot
4777,3,1,2,0,1,mention nigger
4778,6,0,6,0,1,mention bitch slap that assholewith a chair
4779,3,1,2,0,1,mention just saw your black nra skit it wa vile youre not funny wa a fan of yours not anymore hashtag
4780,3,0,3,0,1,mention hashtag okay but im the shit hoe
4781,3,0,1,2,2,mention yall gots to take da colored vacation kentucky fried chicken but only da white meat
4782,3,2,0,1,0,mention mention i wouldnt be proud that faze is in your family he horrible for one and two he ugly trailer trash hashtag
4783,3,1,2,0,1,mention mention mention that bitch is so stupid it the bey hive not the bee hive lil kim wa the queen b bey is queen b
4784,3,0,3,0,1,mention mention no bitch
4785,3,0,3,0,1,mention real shit that light armor is a bitch to find tho
4786,3,1,2,0,1,mention this bitch is rting hella cheese tweet right after i said i wa lactose intolerant why you gotta do that to me c
4787,3,0,3,0,1,mention and yes i said spitted bitch
4788,3,0,3,0,1,mention you a bitch for
4789,6,0,5,1,1,mention hoe the cookie crisp cop is on the case
4790,3,0,3,0,1,mention why you gotta phone in your avi texting but you got negative bitch
4791,3,1,2,0,1,mention mention and i dont have a mom bitch as nigga u better shut your fucking mouth before i do it for you with duck as
4792,3,0,3,0,1,mention mention if your going to talk shit at least back it up and fight bitch as nigga i swear u nigga from are fake pussy boy
4793,3,0,3,0,1,mention mention lmfao and im still pulling hoe so how is that suppose to effect me is it suppose to hurt my felling fuck boy
4794,3,3,0,0,0,mention mention oh woulda coulda shoulda as nigga bitch as nigga what u bout oh ban wagging as nigga catch your phase
4795,3,0,3,0,1,mention mention you talkinfgalot of shit but you cant back dem word up tho bitch as nigga u not talking about fighting
4796,3,1,0,2,2,mention yeah and youre gonna play with retard who wanna do drug all day but hashtag
4797,3,0,2,1,1,mention bitch need guidance lol
4798,3,1,2,0,1,mention now if you photshopped hashtag like hashtag with piston instead of hashtag needle i might be impressed hashtag
4799,3,0,0,3,2,mention mention photo kate upton cheer on the yankee at last night game httplink
4800,3,0,2,1,1,mention mention mention i think he retarded or somethin httplink
4801,3,0,3,0,1,mention mention mention come to the davis show and celebrate with me you retard
4802,3,2,1,0,0,mention mention mention mention eye witness joel is a faggot
4803,3,0,2,1,1,mention yeah hoe
4804,3,0,0,3,2,mention dont think anyone is mocking the man ive seen people mock the bespectacle of social medium mourning cultural zeitgeist of
4805,3,0,3,0,1,mention i love her too much maybe one of my bitchier bird
4806,3,0,3,0,1,mention you getting new pussy and not sharing
4808,3,0,1,2,2,mention i seeing ppl saying running a train on a bird and a parry is the same thing but da not what i knowso looking for clarity
4809,3,0,1,2,2,mention mention i thought he would think it wa cuteyou know like when you shut your clam up for  minute hashtag
4810,3,0,3,0,1,mention wya bitch
4811,3,1,0,2,2,mention im redneck crazy
4812,3,0,1,2,2,mention and i believe we all evolved or whatnot but i find it hard to believe that we all came from ape
4813,3,0,0,3,2,mention just pulled out his pocket constitution bring it man mention just mocked mccains wackobirds comment hahaha hashtag
4814,3,0,3,0,1,mention deep in my pussy were your tongue should be dial  if you need halp
4815,3,2,1,0,0,mention faggot
4816,3,1,2,0,1,mention you were supposed to hang w me this week nigger
4817,3,1,2,0,1,mention doubt it cause a bitch aint nothing but a nigga downfall
4818,3,0,3,0,1,mention only great thing these bitch can offer hashtag
4819,3,1,2,0,1,mention mention she said she aint tricking off on them hoesllsfoolish
4820,3,0,3,0,1,mention bad bitch with an open mouth
4821,3,0,3,0,1,mention trying to get a job after age  is a real bitch let alone a new career out of work  year about to be homeless
4822,3,1,2,0,1,mention cunt nigger fuck ball tit cocksucker piss dick kike if you cant take swearing dont go on the god damn internet
4823,3,0,3,0,1,mention im finna get my leg dne my hand catch up hoe
4824,3,0,3,0,1,mention good one fag boy
4825,3,2,1,0,0,mention okay closet fag
4826,3,0,3,0,1,mention i remember a time when hilfiger wu seen a being above polountil he said he aint wan nigger wearing his ish
4827,3,0,3,0,1,mention cunt
4828,3,0,3,0,1,mention bitch u lame a fuk lol
4829,3,1,2,0,1,mention hashtag yea ion do brussel sprout i barely do cordon bleu but i wanted to try something dif i get tired of nigger food
4830,3,0,0,3,2,mention ok so for what reason did god make parasitic worm whose sole purpose is to burrow into the eye of a small african child
4831,6,1,5,0,1,mention lol u knw dem project bitch be having dem light brown roach we call dem water bug hashtag
4832,3,0,0,3,2,mention lmao dude you said we would get no commitment from saudi arabia or jordan how doe crow taste more proof you are full of it
4833,3,0,3,0,1,mention you sure and lmao pussy
4834,3,0,3,0,1,mention mention heyhoe di doedat is funny if it da girl
4835,3,1,2,0,1,mention chad reed a fag he a th kinda guy
4836,3,2,1,0,0,mention ya fag
4837,3,0,0,3,2,mention a bright neon yellow gauntlet
4838,3,0,3,0,1,mention you be fucking with to many hoe
4839,3,2,0,1,0,mention mention mention mention ahmed and retard mikey for special olympic boxing
4840,3,0,3,0,1,mention mention lol thats basically like the you got too many hoe curve
4841,3,0,3,0,1,mention with your height yeah chunky bitch
4842,3,0,3,0,1,mention just called me a basic bitch and im not sure how i feel about it
4843,3,0,3,0,1,mention and retarded love is always retarded hashtag
4844,3,0,3,0,1,mention what a little bitch
4845,3,0,3,0,1,mention follow me u sexy bitch
4846,3,0,3,0,1,mention lebron is a bitch hashtag
4847,3,0,3,0,1,mention those guy are pussy hashtag
4848,3,0,0,3,2,mention there is a bird here on the ground and it still alive i cant believe it
4849,3,1,2,0,1,mention and doe he know youre calling him a fag
4850,3,0,3,0,1,mention mention shiddd add me i a turn that bitch up lmao
4851,3,0,3,0,1,mention i will literally confront some bitch ass fo reall trill
4852,3,2,1,0,0,mention da calld usen yo brain retard y would i whoop yo as n front of da police
4853,3,2,1,0,0,mention i can guarantee a few thing youre white youve never been anywhere near a real ghetto you or a relative is a pig 
4854,3,0,3,0,1,mention photoshop my nig
4855,3,0,3,0,1,mention bitchk
4856,3,0,3,0,1,mention are the gun for being a bad bitch hashtag
4857,3,0,3,0,1,mention damn i just got called a hoe
4858,3,0,3,0,1,mention go get that sum bitch
4859,3,1,2,0,1,mention remember that african bitch we used to work with at cmi
4860,3,1,2,0,1,mention right these bitch be like damn i hope i get this job at target bitch do better still livin with ya momma as hoe
4861,3,0,0,3,2,mention hey hun
4862,3,1,2,0,1,mention mention mention billy goat hillbilly you sucking fucking you disgraceful brazzen faced unabashed pig
4863,3,3,0,0,0,mention mention mention best believe we aint no christian slave brainwash black spook miss white man unlike yoself she devil
4864,3,2,1,0,0,mention mention mention at the end of the day they call yo dumb as monkey pickananny hoe but u luv them white devil
4865,3,1,2,0,1,mention mention mention in other word you are accustomed to nigger so muchyour almighty one can be next to u but yo nigger
4866,3,2,1,0,0,mention mention mention will convince u that is a lame you a nigger liver belief it cuz you a nigger whore
4867,3,2,1,0,0,mention i dont give a flying fuck what a teabagger piece of human garbage like you think
4868,3,2,1,0,0,mention you are a teabagger scum who want to threaten people with his penis extender you are a danger to this country
4869,4,0,4,0,1,mention hahahah for real he wa like this bitch crazy lol
4870,3,0,0,3,2,mention is  out of wedlock birth a lie latino in nd place mostly driven up by illegal alien w anchor baby
4871,3,0,3,0,1,mention you did you crushed his i got me an exotic bitch dream
4873,3,2,1,0,0,mention if only there wa a medal for that we hate fag but we wont kill them medal thank u for the privilege to let fag live
4874,3,0,3,0,1,mention ignore sorry i called you a bitch uncalled for
4875,3,0,3,0,1,mention gotta turn the hoe into housewife
4876,3,0,3,0,1,mention besides ur imposter idol look nothing like the word of god described the saviour of israel in revelation envious bitch
4877,3,0,1,2,2,mention mention that wa my mock done on a simulator check it out pick your team how many round and go for it
4878,3,0,0,3,2,mention she colored not lebanese
4879,3,3,0,0,0,mention shame of you selfhating kike we jew are gd chosen people
4880,3,2,1,0,0,mention you call mention house nigger and shes the racist fathom the hypocrisy in that statement
4881,3,0,3,0,1,mention if the bitch dont like it she cant be my bitch
4882,3,0,3,0,1,mention fact hashtag idc iont have no bitch so im good lol
4883,3,1,0,2,2,mention are you sure about that slant theyre plagiarist and you have no idea who i am
4884,3,2,1,0,0,mention i fuckin want out im tired of this bullshit faggot as closet racist wannabecommunewithoutrailroad state hashtag
4885,3,1,0,2,2,mention honestly thats where im the most retarded and is why stuck a artist hoping for a fair dealermanager situation
4886,3,0,3,0,1,mention what u doing bitch boy
4887,3,1,2,0,1,mention i texted u fag
4888,3,0,3,0,1,mention thats my lil nigga in the middle i wa locked wid bitch
4889,3,0,3,0,1,mention this wa my nigga in that bitch man
4890,3,1,2,0,1,mention they made up endearing name for u like nigger spook monkey
4891,3,0,3,0,1,mention mention ooo logan pulling bitch
4892,3,0,3,0,1,mention you bad little bitch
4893,3,0,1,2,2,mention mhmm tweet bird hashtag
4894,3,0,3,0,1,mention lmao let hangout this weekend hoe
4895,3,0,3,0,1,mention no im pimping out you and those guy at the park playing bitch volleyball hashtag
4896,3,1,2,0,1,mention will never happen faggot got complemented on it today at golf by mention several time
4897,3,3,0,0,0,mention faggot
4898,3,0,3,0,1,mention hii fag
4899,3,2,1,0,0,mention is the biggest faggot in the world
4900,3,0,2,1,1,mention where have you been hoe
4901,3,2,1,0,0,mention mention just like when i call someone a nigger it not because theyre black it about how they act like a nigger
4902,3,0,3,0,1,mention careful they might try to queer ya
4903,3,1,2,0,1,mention mention oh i see part of a giant govt take over eh stockboy you are a joke of a representative hashtag teabagger
4904,3,0,3,0,1,mention bullshiti guess the poor have all the moneytax money mover at same rate a working peopleyou teabaggers are traitor
4905,3,0,3,0,1,mention didnt you propose the brilliant idea of college student packing heat you are a savant hashtag teabaggers
4906,3,3,0,0,0,mention he just a friggin idiot that can say anything and his redneck teabagger constituants buy it they love stupid people
4907,3,0,3,0,1,mention hey turd cutterstop tweeting juvenile shit and do your jobhashtag teabagger
4908,3,1,2,0,1,mention stockboy u should talk u tweet lie and childish shit about obamayoure very unqualified you only appeal to dumb redneck
4909,3,0,2,1,1,mention you teabagger dunce want to eliminate education all together so you can groom more teabag voter lolhashtag
4910,3,0,3,0,1,mention you are a lazy redneck get back to work governing stay off twitter with your lying bullshithashtag
4911,3,0,2,1,1,mention how much knob do you gobble in one day youre in over your head what a blockhead you are
4912,3,0,0,3,2,mention it all about you and white conservative teabaggers you all make the world go round please be our rulersstockboy
4913,3,0,1,2,2,mention mention anti american republican and teabaggers stop forcing ur religion on the rest of u stockman u dont prayliar
4914,3,0,3,0,1,mention mention ted cruzleaderlol lol lol lol lol omg lol lol lol lol lol you are a funny as rednecklol lol lol lol hashtag
4915,3,0,3,0,1,mention friggin red state pussy republican the parent toohashtag
4916,3,1,2,0,1,mention golly wompers and dad gum son you lyin cheatin scoundrel fucking did it man up and own it ya chicken shit pussy republican
4917,3,0,0,3,2,mention stockboyeveryone mock you
4918,3,1,2,0,1,mention bush took  time a many vacation republican teabaggers are pusseswah
4919,3,0,1,2,2,mention pay your tax teabaggers
4920,3,1,0,2,2,mention you havent evolved a a human being typical meathead redneck i pity you you dont know what freedom is about
4921,3,0,0,3,2,mention mention wise decisionthis alfie must be a right mong
4922,3,0,3,0,1,mention tf get me on that bitch stat
4923,3,2,1,0,0,mention bye youre a queer
4924,3,0,3,0,1,mention my boot get me bitch so
4925,3,0,3,0,1,mention mention what a retard
4927,3,0,3,0,1,mention all he ever doe is fav fuckin cunt
4928,3,0,3,0,1,mention people bitch because they lose an hour of sleep today but it even out and we get more daylight
4929,3,2,1,0,0,mention this is a joke right youre on here like ugh i wish i wa a jap and tweeting in gook and shit and jerkin to hentai
4930,3,0,1,2,2,mention look like a lesssquintyeyed mention to me hmm
4931,3,1,0,2,2,mention your mother look like a toughasnails birdi see where you got  of that from nice food too
4932,3,0,3,0,1,mention report me for what bitch you need to read the twitter rule and guideline this aint facebook cunt
4933,3,0,3,0,1,mention eat my pussy
4934,3,0,0,3,2,mention their tortilla are trash though
4935,3,0,3,0,1,mention yes hoe you always had the camera
4936,3,1,2,0,1,mention mention mention mention mention bitch you look like a shamu go back to seaword
4937,3,0,1,2,2,mention i eat dat chicken out your love box baby lovin a white woman while eatin chicken a colored man dream
4938,3,0,3,0,1,mention hashtag hoe twatchin right nie dey need uh answer
4939,4,0,4,0,1,mention room temp cu i have sensitive bitch teeth
4940,3,0,0,3,2,mention youtube bear v monkey bike race
4941,3,1,2,0,1,mention bitch trying to turn this shit like facebook
4942,3,0,0,3,2,mention abouta get him some crayon and animal cracker after pm hashtag
4943,3,0,3,0,1,mention im highly upset dat de bitch tryanna clown me on a medium sight bitch i aint going
4944,3,0,3,0,1,mention im going to show these bitch how it done httplink
4945,3,0,0,3,2,mention theyre so goooood i just want like a savoury salty cheesy cracker
4946,3,0,3,0,1,mention johans a free agent harvey hurt you retard and it valverde hashtag
4947,3,1,2,0,1,mention yea i listen to that hoe when i wake up
4948,3,0,3,0,1,mention come see me anyone named swagner is obviously a pussy
4949,3,0,3,0,1,mention thanks ya fucking hoser
4950,3,0,1,2,2,mention happy happy helloween helloween whoa oh whoa ho mention httplink
4951,6,0,0,6,2,mention where are the bird at wasnt it port where bird were all over
4952,3,2,1,0,0,mention u see a lame in that pic ofmine due to your infatuation with nigger im hebrew i fite the child of satan in the street
